year,quarter,data_subject_type,data_type,decision_taken,incident_category,incident_type,no_data_subjects_affected,time_taken_to_report
2022,Qtr 1,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Less than 24 hours
2022,Qtr 1,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Less than 24 hours
2022,Qtr 1,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,100 to 1k,Less than 24 hours
2022,Qtr 1,Patients,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,100 to 1k,Less than 24 hours
2022,Qtr 1,Patients,Health data,No Further Action,Non Cyber,Unauthorised access,1 to 9,24 hours to 72 hours
2022,Qtr 1,Unknown,Unknown,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,24 hours to 72 hours
2022,Qtr 1,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Less than 24 hours
2022,Qtr 1,Patients,Basic personal identifiers,No Further Action,Cyber,Phishing,1 to 9,More than 1 week
2022,Qtr 1,Unknown,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,24 hours to 72 hours
2022,Qtr 1,Patients,Unknown,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2022,Qtr 1,Customers or prospective customers,Basic personal identifiers,No Further Action,Non Cyber,Other non-cyber incident,1 to 9,More than 1 week
2022,Qtr 1,Unknown,Unknown,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2022,Qtr 1,Unknown,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,100 to 1k,Less than 24 hours
2022,Qtr 1,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,24 hours to 72 hours
2022,Qtr 1,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2022,Qtr 1,Unknown,Unknown,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,24 hours to 72 hours
2022,Qtr 1,Patients,"Basic personal identifiers, Health data",No Further Action,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2022,Qtr 1,Employees,"Basic personal identifiers, Data revealing racial or ethnic origin, Economic and financial data, Genetic or biometric data, Health data, Identification data, Location data, Religious or philosophical beliefs, Sexual orientation data",Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,More than 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data, Religious or philosophical beliefs, Sexual orientation data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,More than 1 week
2022,Qtr 2,Customers or prospective customers,Unknown,Informal Action Taken,Cyber,Ransomware,1 to 9,24 hours to 72 hours
2022,Qtr 2,Children,Unknown,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,100 to 1k,Less than 24 hours
2022,Qtr 2,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Alteration of personal data,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Hardware/software misconfiguration,10k to 100k,More than 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,100 to 1k,24 hours to 72 hours
2022,Qtr 2,"Customers or prospective customers, Employees",Basic personal identifiers,Informal Action Taken,Cyber,Phishing,Unknown,More than 1 week
2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Less than 24 hours
2022,Qtr 2,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Unauthorised access,100 to 1k,72 hours to 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data, Sex life data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,72 hours to 1 week
2022,Qtr 2,"Children, Employees, Patients","Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,72 hours to 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Hardware/software misconfiguration,100 to 1k,More than 1 week
2022,Qtr 2,Unknown,Unknown,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,72 hours to 1 week
2022,Qtr 2,Unknown,Unknown,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Less than 24 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Less than 24 hours
2022,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2022,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,More than 1 week
2022,Qtr 2,Employees,Unknown,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Less than 24 hours
2022,Qtr 2,Patients,Basic personal identifiers,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,100 to 1k,72 hours to 1 week
2022,Qtr 2,Unknown,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,Unknown,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",No Further Action,Non Cyber,Other non-cyber incident,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,Unknown,No Further Action,Non Cyber,Verbal disclosure of personal data,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Less than 24 hours
2022,Qtr 2,Patients,Unknown,No Further Action,Non Cyber,Other non-cyber incident,1 to 9,Less than 24 hours
2022,Qtr 2,Unknown,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Hardware/software misconfiguration,Unknown,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,More than 1 week
2022,Qtr 2,"Children, Patients, Vulnerable adults","Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,24 hours to 72 hours
2022,Qtr 2,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to use bcc,10 to 99,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,24 hours to 72 hours
2022,Qtr 2,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,24 hours to 72 hours
2022,Qtr 2,Unknown,Unknown,No Further Action,Non Cyber,Other non-cyber incident,1 to 9,More than 1 week
2022,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Unauthorised access,10 to 99,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Unauthorised access,100 to 1k,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,More than 1 week
2022,Qtr 2,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,10 to 99,More than 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Unauthorised access,100 to 1k,72 hours to 1 week
2022,Qtr 2,Unknown,Unknown,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,24 hours to 72 hours
2022,Qtr 2,Unknown,Unknown,No Further Action,Cyber,Phishing,Unknown,Less than 24 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data, Sexual orientation data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Other non-cyber incident,1k to 10k,More than 1 week
2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to use bcc,10 to 99,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Less than 24 hours
2022,Qtr 2,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,24 hours to 72 hours
2022,Qtr 2,"Students, Vulnerable adults","Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,100 to 1k,More than 1 week
2022,Qtr 2,"Employees, Patients","Basic personal identifiers, Health data",No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Less than 24 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Sexual orientation data",No Further Action,Cyber,Unauthorised access,1 to 9,More than 1 week
2022,Qtr 2,Employees,Unknown,No Further Action,Non Cyber,Unauthorised access,10 to 99,Less than 24 hours
2022,Qtr 2,Users,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,72 hours to 1 week
2022,Qtr 2,"Children, Patients","Basic personal identifiers, Identification data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2022,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,24 hours to 72 hours
2022,Qtr 2,Unknown,Unknown,Informal Action Taken,Non Cyber,Failure to redact,Unknown,Less than 24 hours
2022,Qtr 2,Unknown,Unknown,No Further Action,Non Cyber,Other non-cyber incident,Unknown,Less than 24 hours
2022,Qtr 2,Unknown,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,72 hours to 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,More than 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,More than 1 week
2022,Qtr 2,Employees,"Basic personal identifiers, Economic and financial data",Informal Action Taken,Non Cyber,Unauthorised access,100 to 1k,More than 1 week
2022,Qtr 2,Vulnerable adults,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,More than 1 week
2022,Qtr 2,Unknown,Unknown,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,72 hours to 1 week
2022,Qtr 2,"Children, Employees, Patients, Vulnerable adults","Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,100 to 1k,Less than 24 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data of wrong data subject shown in client portal,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Less than 24 hours
2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,24 hours to 72 hours
2022,Qtr 2,Employees,"Basic personal identifiers, Economic and financial data, Health data, Location data",Informal Action Taken,Non Cyber,Unauthorised access,100 to 1k,24 hours to 72 hours
2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Less than 24 hours
2022,Qtr 2,Employees,"Basic personal identifiers, Economic and financial data",Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,24 hours to 72 hours
2022,Qtr 2,Employees,Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,1k to 10k,24 hours to 72 hours
2022,Qtr 2,Customers or prospective customers,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Less than 24 hours
2022,Qtr 2,"Children, Patients","Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,Basic personal identifiers,No Further Action,Non Cyber,Other non-cyber incident,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Less than 24 hours
2022,Qtr 2,"Children, Patients","Basic personal identifiers, Data revealing racial or ethnic origin, Health data, Sex life data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,Unknown,24 hours to 72 hours
2022,Qtr 2,Employees,"Basic personal identifiers, Economic and financial data",No Further Action,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2022,Qtr 2,Employees,"Basic personal identifiers, Criminal convictions or offences",Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Less than 24 hours
2022,Qtr 2,Employees,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Less than 24 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",No Further Action,Non Cyber,Other non-cyber incident,100 to 1k,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",No Further Action,Cyber,Unauthorised access,10k to 100k,More than 1 week
2022,Qtr 2,Unknown,Unknown,No Further Action,Non Cyber,Data emailed to incorrect recipient,Unknown,Less than 24 hours
2022,Qtr 2,"Customers or prospective customers, Patients",Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,Unknown,More than 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",No Further Action,Non Cyber,Unauthorised access,1 to 9,Less than 24 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,72 hours to 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2022,Qtr 2,Unknown,Unknown,Investigation Pursued,Non Cyber,Unauthorised access,Unknown,Less than 24 hours
2022,Qtr 2,"Employees, Patients","Genetic or biometric data, Health data, Location data",No Further Action,Non Cyber,Unauthorised access,Unknown,More than 1 week
2022,Qtr 2,"Patients, Vulnerable adults",Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,10 to 99,24 hours to 72 hours
2022,Qtr 2,"Customers or prospective customers, Employees, Patients, Vulnerable adults",Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Less than 24 hours
2022,Qtr 2,"Customers or prospective customers, Patients",Economic and financial data,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Less than 24 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1k to 10k,24 hours to 72 hours
2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,More than 1 week
2022,Qtr 2,Patients,Unknown,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,24 hours to 72 hours
2022,Qtr 2,"Children, Patients",Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,More than 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data, Location data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,24 hours to 72 hours
2022,Qtr 2,"Patients, Vulnerable adults","Basic personal identifiers, Health data, Sex life data, Sexual orientation data",Investigation Pursued,Non Cyber,Unauthorised access,100 to 1k,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,100 to 1k,24 hours to 72 hours
2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,More than 1 week
2022,Qtr 2,Unknown,"Basic personal identifiers, Criminal convictions or offences, Data revealing racial or ethnic origin, Economic and financial data, Gender Reassignment Data, Genetic or biometric data, Health data, Identification data, Location data, Official documents, Political opinions",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,10 to 99,Less than 24 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,More than 1 week
2022,Qtr 2,"Customers or prospective customers, Employees, Patients, Vulnerable adults",Basic personal identifiers,Informal Action Taken,Cyber,Phishing,1k to 10k,72 hours to 1 week
2022,Qtr 2,Unknown,"Health data, Religious or philosophical beliefs, Sexual orientation data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Less than 24 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,72 hours to 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Hardware/software misconfiguration,100 to 1k,72 hours to 1 week
2022,Qtr 2,Unknown,"Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Hardware/software misconfiguration,1k to 10k,72 hours to 1 week
2022,Qtr 2,Unknown,Unknown,No Further Action,Cyber,Unauthorised access,Unknown,Less than 24 hours
2022,Qtr 2,"Employees, Patients","Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Unauthorised access,100 to 1k,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,More than 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Less than 24 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Less than 24 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Less than 24 hours
2022,Qtr 2,Unknown,Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,Unknown,24 hours to 72 hours
2022,Qtr 2,Unknown,Unknown,Informal Action Taken,Non Cyber,Incorrect disposal of paperwork,Unknown,More than 1 week
2022,Qtr 2,Vulnerable adults,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,72 hours to 1 week
2022,Qtr 2,Employees,Unknown,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,More than 1 week
2022,Qtr 2,Patients,Unknown,Informal Action Taken,Non Cyber,Data of wrong data subject shown in client portal,1 to 9,24 hours to 72 hours
2022,Qtr 2,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,More than 1 week
2022,Qtr 2,"Children, Patients",Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,72 hours to 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,24 hours to 72 hours
2022,Qtr 2,Unknown,"Basic personal identifiers, Health data, Location data",Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,24 hours to 72 hours
2022,Qtr 2,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of device containing personal data,1 to 9,Less than 24 hours
2022,Qtr 2,"Customers or prospective customers, Subscribers, Users","Basic personal identifiers, Economic and financial data",Informal Action Taken,Non Cyber,Not Provided,1k to 10k,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2022,Qtr 2,"Children, Patients","Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Other non-cyber incident,Unknown,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,More than 1 week
2022,Qtr 2,Customers or prospective customers,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to use bcc,10 to 99,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Unauthorised access,10 to 99,72 hours to 1 week
2022,Qtr 2,Children,"Basic personal identifiers, Location data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,More than 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,72 hours to 1 week
2022,Qtr 2,Children,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Less than 24 hours
2022,Qtr 2,Patients,Unknown,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,More than 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,72 hours to 1 week
2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Less than 24 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Less than 24 hours
2022,Qtr 2,"Children, Patients","Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,More than 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of device containing personal data,100k and above,More than 1 week
2022,Qtr 2,"Children, Patients","Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,More than 1 week
2022,Qtr 2,Vulnerable adults,"Basic personal identifiers, Economic and financial data, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Less than 24 hours
2022,Qtr 2,"Children, Employees, Patients","Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Other non-cyber incident,10 to 99,More than 1 week
2022,Qtr 2,Customers or prospective customers,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,72 hours to 1 week
2022,Qtr 2,Unknown,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Unauthorised access,Unknown,24 hours to 72 hours
2022,Qtr 2,Unknown,Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,More than 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,72 hours to 1 week
2022,Qtr 2,Unknown,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,Unknown,More than 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Less than 24 hours
2022,Qtr 2,"Patients, Vulnerable adults","Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,More than 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,24 hours to 72 hours
2022,Qtr 2,Unknown,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,More than 1 week
2022,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1k to 10k,24 hours to 72 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Health data, Identification data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,24 hours to 72 hours
2022,Qtr 2,Patients,Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,10k to 100k,24 hours to 72 hours
2022,Qtr 2,Unknown,Unknown,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,Unknown,Less than 24 hours
2022,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Less than 24 hours
2022,Qtr 2,Patients,"Basic personal identifiers, Data revealing racial or ethnic origin, Genetic or biometric data, Health data",Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,72 hours to 1 week
2022,Qtr 2,Unknown,Unknown,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,Unknown,Less than 24 hours
2022,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,Unknown,72 hours to 1 week
2022,Qtr 2,Patients,Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,10 to 99,More than 1 week
2022,Qtr 2,Patients,Unknown,Informal Action Taken,Non Cyber,Not Provided,1 to 9,24 hours to 72 hours
2022,Qtr 2,Unknown,Unknown,Informal Action Taken,Non Cyber,Data of wrong data subject shown in client portal,Unknown,Less than 24 hours
