year,quarter,data_subject_type,data_type,decision_taken,incident_category,incident_type,no_data_subjects_affected,time_taken_to_report
2023,Qtr 2,Employees,"Basic personal identifiers, Economic and financial data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,100 to 1k,24 hours to 72 hours
2023,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,24 hours to 72 hours
2023,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 2,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2023,Qtr 2,Patients,"Basic personal identifiers, Identification data",Informal Action Taken,Non Cyber,Unauthorised access,10 to 99,24 hours to 72 hours
2023,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,72 hours to 1 week
2023,Qtr 2,Patients,"Basic personal identifiers, Health data",No Further Action,Cyber,Ransomware,1k to 10k,24 hours to 72 hours
2023,Qtr 2,Patients,Unknown,No Further Action,Non Cyber,Hardware/software misconfiguration,1k to 10k,More than 1 week
2023,Qtr 2,Patients,Unknown,No Further Action,Non Cyber,Other non-cyber incident,100 to 1k,72 hours to 1 week
2023,Qtr 2,Students,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,72 hours to 1 week
2023,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2023,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,More than 1 week
2023,Qtr 2,"Customers or prospective customers, Employees, Patients","Basic personal identifiers, Economic and financial data, Health data, Official documents, Religious or philosophical beliefs",Informal Action Taken,Cyber,Phishing,Unknown,72 hours to 1 week
2023,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,More than 1 week
2023,Qtr 2,Employees,"Basic personal identifiers, Economic and financial data, Official documents",Informal Action Taken,Non Cyber,Loss/theft of device containing personal data,10 to 99,72 hours to 1 week
2023,Qtr 2,Patients,"Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Other non-cyber incident,10 to 99,72 hours to 1 week
2023,Qtr 2,Employees,"Basic personal identifiers, Data revealing racial or ethnic origin, Official documents, Religious or philosophical beliefs, Sexual orientation data",Informal Action Taken,Non Cyber,Unauthorised access,Unknown,Less than 24 hours
2023,Qtr 2,Employees,"Basic personal identifiers, Data revealing racial or ethnic origin, Economic and financial data, Official documents, Religious or philosophical beliefs, Sexual orientation data",Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,24 hours to 72 hours
2023,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,More than 1 week
2023,Qtr 2,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,More than 1 week
2023,Qtr 2,Employees,Unknown,Informal Action Taken,Cyber,Phishing,10 to 99,72 hours to 1 week
2023,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2023,Qtr 2,"Children, Patients",Health data,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,72 hours to 1 week
2023,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,More than 1 week
2023,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Less than 24 hours
2023,Qtr 2,"Employees, Patients","Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data of wrong data subject shown in client portal,1 to 9,72 hours to 1 week
2023,Qtr 2,Employees,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Other non-cyber incident,10 to 99,24 hours to 72 hours
2023,Qtr 2,"Employees, Patients",Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 2,Users,Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,More than 1 week
2023,Qtr 2,Unknown,Health data,No Further Action,Non Cyber,Other non-cyber incident,1 to 9,More than 1 week
2023,Qtr 2,Patients,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,24 hours to 72 hours
2023,Qtr 2,Unknown,"Basic personal identifiers, Health data",No Further Action,Non Cyber,Other non-cyber incident,1 to 9,24 hours to 72 hours
2023,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Unauthorised access,10 to 99,More than 1 week
2023,Qtr 2,Patients,Unknown,Informal Action Taken,Non Cyber,Data of wrong data subject shown in client portal,1 to 9,Less than 24 hours
2023,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 2,Patients,"Basic personal identifiers, Data revealing racial or ethnic origin, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,24 hours to 72 hours
2023,Qtr 2,Patients,"Basic personal identifiers, Health data, Religious or philosophical beliefs, Sex life data, Sexual orientation data",Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,More than 1 week
2023,Qtr 2,"Employees, Patients","Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2023,Qtr 2,"Children, Patients","Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Unauthorised access,Unknown,24 hours to 72 hours
2023,Qtr 2,Employees,Unknown,Informal Action Taken,Cyber,Phishing,1 to 9,Less than 24 hours
2023,Qtr 2,"Customers or prospective customers, Employees, Patients, Users","Basic personal identifiers, Economic and financial data, Health data, Location data",Informal Action Taken,Non Cyber,Unauthorised access,1k to 10k,Less than 24 hours
2023,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,More than 1 week
2023,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,More than 1 week
2023,Qtr 2,Unknown,Unknown,No Further Action,Non Cyber,Not Provided,1k to 10k,Less than 24 hours
2023,Qtr 2,"Children, Patients","Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Other non-cyber incident,10 to 99,24 hours to 72 hours
2023,Qtr 2,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 2,Patients,"Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Unauthorised access,10 to 99,24 hours to 72 hours
2023,Qtr 2,Employees,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Less than 24 hours
2023,Qtr 2,Unknown,"Basic personal identifiers, Criminal convictions or offences",Informal Action Taken,Non Cyber,Failure to redact,1 to 9,24 hours to 72 hours
2023,Qtr 2,Unknown,"Basic personal identifiers, Criminal convictions or offences",Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,24 hours to 72 hours
2023,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,72 hours to 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,72 hours to 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",No Further Action,Cyber,Other cyber incident,1k to 10k,72 hours to 1 week
2023,Qtr 3,Patients,Unknown,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,72 hours to 1 week
2023,Qtr 3,Employees,Basic personal identifiers,Investigation Pursued,Cyber,Ransomware,100 to 1k,24 hours to 72 hours
2023,Qtr 3,Customers or prospective customers,"Basic personal identifiers, Criminal convictions or offences, Economic and financial data, Health data, Location data, Official documents",Informal Action Taken,Cyber,Ransomware,10 to 99,Less than 24 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Data revealing racial or ethnic origin, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Less than 24 hours
2023,Qtr 3,"Children, Patients","Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data of wrong data subject shown in client portal,10 to 99,72 hours to 1 week
2023,Qtr 3,Unknown,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 3,Employees,"Basic personal identifiers, Economic and financial data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,10 to 99,24 hours to 72 hours
2023,Qtr 3,"Patients, Vulnerable adults",Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,10 to 99,72 hours to 1 week
2023,Qtr 3,"Employees, Patients","Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,72 hours to 1 week
2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Less than 24 hours
2023,Qtr 3,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,24 hours to 72 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Less than 24 hours
2023,Qtr 3,Unknown,Health data,Investigation Pursued,Non Cyber,Not Provided,1 to 9,Less than 24 hours
2023,Qtr 3,"Children, Patients, Vulnerable adults","Basic personal identifiers, Criminal convictions or offences",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Less than 24 hours
2023,Qtr 3,Unknown,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Not Provided,1 to 9,More than 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Unauthorised access,Unknown,24 hours to 72 hours
2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,24 hours to 72 hours
2023,Qtr 3,Unknown,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,More than 1 week
2023,Qtr 3,"Children, Patients","Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Less than 24 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,24 hours to 72 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Hardware/software misconfiguration,100 to 1k,24 hours to 72 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,24 hours to 72 hours
2023,Qtr 3,Customers or prospective customers,"Basic personal identifiers, Economic and financial data",Informal Action Taken,Cyber,Malware,Unknown,24 hours to 72 hours
2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,24 hours to 72 hours
2023,Qtr 3,Unknown,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 3,"Children, Patients, Vulnerable adults","Basic personal identifiers, Health data, Sex life data",Investigation Pursued,Non Cyber,Data of wrong data subject shown in client portal,1 to 9,More than 1 week
2023,Qtr 3,Unknown,"Basic personal identifiers, Criminal convictions or offences",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,More than 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Health data, Location data",No Further Action,Cyber,Malware,1k to 10k,More than 1 week
2023,Qtr 3,Employees,"Basic personal identifiers, Economic and financial data",Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,More than 1 week
2023,Qtr 3,Users,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Not Provided,1 to 9,72 hours to 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Hardware/software misconfiguration,10k to 100k,More than 1 week
2023,Qtr 3,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to use bcc,1 to 9,72 hours to 1 week
2023,Qtr 3,"Children, Employees","Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Unauthorised access,10 to 99,More than 1 week
2023,Qtr 3,Unknown,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Less than 24 hours
2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Less than 24 hours
2023,Qtr 3,"Patients, Users","Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Less than 24 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Less than 24 hours
2023,Qtr 3,Patients,Unknown,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,More than 1 week
2023,Qtr 3,Unknown,Unknown,Informal Action Taken,Non Cyber,Unauthorised access,10 to 99,72 hours to 1 week
2023,Qtr 3,"Employees, Patients","Basic personal identifiers, Data revealing racial or ethnic origin, Health data, Location data",Informal Action Taken,Non Cyber,Loss/theft of device containing personal data,10k to 100k,72 hours to 1 week
2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,More than 1 week
2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of device containing personal data,1 to 9,24 hours to 72 hours
2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,100 to 1k,72 hours to 1 week
2023,Qtr 3,Patients,Unknown,Informal Action Taken,Non Cyber,Not Provided,Unknown,24 hours to 72 hours
2023,Qtr 3,Patients,Unknown,Investigation Pursued,Non Cyber,Other non-cyber incident,1 to 9,Less than 24 hours
2023,Qtr 3,Unknown,"Basic personal identifiers, Health data",No Further Action,Non Cyber,Verbal disclosure of personal data,1 to 9,24 hours to 72 hours
2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,24 hours to 72 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Data revealing racial or ethnic origin, Health data",Informal Action Taken,Non Cyber,Hardware/software misconfiguration,10 to 99,24 hours to 72 hours
2023,Qtr 3,Patients,Unknown,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,More than 1 week
2023,Qtr 3,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,24 hours to 72 hours
2023,Qtr 3,"Children, Employees, Vulnerable adults","Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 3,Patients,Health data,Informal Action Taken,Cyber,Unauthorised access,10 to 99,24 hours to 72 hours
2023,Qtr 3,Customers or prospective customers,Health data,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,Unknown,24 hours to 72 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",No Further Action,Non Cyber,Other non-cyber incident,1 to 9,Less than 24 hours
2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Not Provided,1 to 9,24 hours to 72 hours
2023,Qtr 3,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,10 to 99,Less than 24 hours
2023,Qtr 3,Patients,Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Less than 24 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Not Provided,1 to 9,24 hours to 72 hours
2023,Qtr 3,Employees,"Basic personal identifiers, Health data, Trade union membership",Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,More than 1 week
2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Cyber,Other cyber incident,100 to 1k,24 hours to 72 hours
2023,Qtr 3,Patients,Health data,Investigation Pursued,Non Cyber,Hardware/software misconfiguration,10k to 100k,More than 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,72 hours to 1 week
2023,Qtr 3,Customers or prospective customers,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,24 hours to 72 hours
2023,Qtr 3,Customers or prospective customers,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to use bcc,10 to 99,24 hours to 72 hours
2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Incorrect disposal of paperwork,Unknown,Less than 24 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Unauthorised access,10 to 99,72 hours to 1 week
2023,Qtr 3,"Children, Patients","Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,72 hours to 1 week
2023,Qtr 3,Patients,Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,72 hours to 1 week
2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,10 to 99,72 hours to 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Unauthorised access,100 to 1k,72 hours to 1 week
2023,Qtr 3,"Children, Patients","Basic personal identifiers, Health data, Sex life data",Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2023,Qtr 3,Unknown,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Less than 24 hours
2023,Qtr 3,"Children, Patients","Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,72 hours to 1 week
2023,Qtr 3,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2023,Qtr 3,Employees,Unknown,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Less than 24 hours
2023,Qtr 3,Patients,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,24 hours to 72 hours
2023,Qtr 3,Unknown,"Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2023,Qtr 3,"Employees, Patients",Unknown,Investigation Pursued,Cyber,Malware,Unknown,Less than 24 hours
2023,Qtr 3,"Patients, Vulnerable adults","Basic personal identifiers, Health data",Investigation Pursued,Cyber,Ransomware,100k and above,Less than 24 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Other non-cyber incident,10 to 99,24 hours to 72 hours
2023,Qtr 3,Users,Unknown,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 3,Users,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,72 hours to 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",No Further Action,Non Cyber,Unauthorised access,1 to 9,24 hours to 72 hours
2023,Qtr 3,"Employees, Patients",Basic personal identifiers,Informal Action Taken,Cyber,Phishing,100 to 1k,Less than 24 hours
2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,24 hours to 72 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,More than 1 week
2023,Qtr 3,Patients,Health data,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Less than 24 hours
2023,Qtr 3,Employees,Basic personal identifiers,No Further Action,Non Cyber,Hardware/software misconfiguration,1 to 9,Less than 24 hours
2023,Qtr 3,Employees,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,72 hours to 1 week
2023,Qtr 3,Users,Unknown,No Further Action,Non Cyber,Other non-cyber incident,1 to 9,72 hours to 1 week
2023,Qtr 3,Users,"Basic personal identifiers, Health data, Identification data",Informal Action Taken,Non Cyber,Not Provided,10 to 99,24 hours to 72 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Data revealing racial or ethnic origin, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 3,Patients,Basic personal identifiers,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,24 hours to 72 hours
2023,Qtr 3,Patients,Unknown,Investigation Pursued,Cyber,Ransomware,10k to 100k,24 hours to 72 hours
2023,Qtr 3,Children,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Less than 24 hours
2023,Qtr 3,"Employees, Patients",Data revealing racial or ethnic origin,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,24 hours to 72 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Data revealing racial or ethnic origin, Health data",No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,72 hours to 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Data revealing racial or ethnic origin, Health data",Investigation Pursued,Non Cyber,Hardware/software misconfiguration,1k to 10k,Less than 24 hours
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 3,"Children, Patients",Basic personal identifiers,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,72 hours to 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",No Further Action,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2023,Qtr 3,Unknown,Unknown,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,72 hours to 1 week
2023,Qtr 3,Vulnerable adults,"Basic personal identifiers, Health data",Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2023,Qtr 3,"Employees, Patients","Basic personal identifiers, Economic and financial data",No Further Action,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 3,Customers or prospective customers,"Basic personal identifiers, Health data, Location data",Informal Action Taken,Non Cyber,Loss/theft of device containing personal data,Unknown,More than 1 week
2023,Qtr 3,"Employees, Users",Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,72 hours to 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,72 hours to 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Less than 24 hours
2023,Qtr 3,Unknown,Unknown,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,10 to 99,72 hours to 1 week
2023,Qtr 3,Patients,Unknown,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,More than 1 week
2023,Qtr 3,"Employees, Patients","Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,24 hours to 72 hours
2023,Qtr 3,Customers or prospective customers,"Basic personal identifiers, Official documents",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,72 hours to 1 week
2023,Qtr 3,Patients,Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,72 hours to 1 week
2023,Qtr 3,Unknown,Unknown,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 3,Employees,Unknown,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 3,"Children, Patients, Vulnerable adults",Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,72 hours to 1 week
2023,Qtr 3,"Employees, Patients, Vulnerable adults",Basic personal identifiers,Informal Action Taken,Non Cyber,Hardware/software misconfiguration,1k to 10k,72 hours to 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1k to 10k,More than 1 week
2023,Qtr 3,Unknown,Unknown,No Further Action,Non Cyber,Other non-cyber incident,1k to 10k,More than 1 week
2023,Qtr 3,Employees,Basic personal identifiers,Investigation Pursued,Non Cyber,Other non-cyber incident,1 to 9,More than 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Criminal convictions or offences, Health data",Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,More than 1 week
2023,Qtr 3,Unknown,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,More than 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Less than 24 hours
2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2023,Qtr 3,Patients,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,More than 1 week
2023,Qtr 3,"Children, Patients, Vulnerable adults","Basic personal identifiers, Health data",No Further Action,Cyber,Ransomware,100 to 1k,24 hours to 72 hours
2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 3,Unknown,Unknown,Investigation Pursued,Non Cyber,Verbal disclosure of personal data,1 to 9,72 hours to 1 week
2023,Qtr 3,Patients,"Basic personal identifiers, Health data",Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,24 hours to 72 hours
2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to use bcc,10 to 99,72 hours to 1 week
